SEASON,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PACE_PER40,POSS,PIE
2009-10,1610612752,New York Knicks,82,29,53,0.354,3976.0,3127,6876,0.455,743,2145,0.346,1376,1759,0.782,836,2477,3313,1772,1148.0,586,305,368,1638,1576,8373,-313.0,106.4,110.3,-4.0,0.567,1.54,16.6,0.268,0.691,0.476,0.146,0.509,0.547,95.03,79.2,7872,0.474
2009-10,1610612760,Oklahoma City Thunder,82,50,32,0.61,3961.0,3063,6629,0.462,418,1229,0.34,1778,2210,0.805,960,2607,3567,1639,1227.0,654,481,384,1743,1755,8322,286.0,107.0,103.5,3.5,0.535,1.34,15.5,0.32,0.694,0.511,0.158,0.494,0.547,94.13,78.44,7774,0.532
2009-10,1610612753,Orlando Magic,82,59,23,0.72,3946.0,3005,6394,0.47,841,2241,0.375,1575,2176,0.724,810,2736,3546,1615,1155.0,512,456,288,1629,1819,8426,614.0,110.7,102.8,7.9,0.537,1.4,15.8,0.28,0.726,0.512,0.152,0.536,0.573,92.54,77.12,7614,0.551
2009-10,1610612755,Philadelphia 76ers,82,27,55,0.329,3961.0,3087,6706,0.46,474,1381,0.343,1366,1808,0.756,941,2421,3362,1723,1192.0,667,439,332,1677,1534,8014,-320.0,104.8,108.9,-4.1,0.558,1.45,16.4,0.31,0.693,0.498,0.156,0.496,0.534,92.72,77.26,7648,0.478
2009-10,1610612756,Phoenix Suns,82,54,28,0.659,3946.0,3339,6788,0.492,730,1770,0.412,1631,2117,0.77,910,2616,3526,1912,1210.0,479,418,365,1713,1789,9039,402.0,113.9,109.1,4.8,0.573,1.58,17.5,0.311,0.673,0.503,0.152,0.546,0.585,96.43,80.36,7937,0.536
2009-10,1610612757,Portland Trail Blazers,82,50,32,0.61,3971.0,2974,6453,0.461,491,1388,0.354,1606,2033,0.79,913,2383,3296,1674,1012.0,523,350,333,1715,1767,8045,271.0,109.6,106.1,3.5,0.563,1.65,16.6,0.32,0.702,0.51,0.138,0.499,0.547,88.64,73.87,7339,0.525
2009-10,1610612758,Sacramento Kings,82,25,57,0.305,3976.0,3144,6895,0.456,482,1383,0.349,1430,1969,0.726,977,2518,3495,1679,1226.0,564,366,468,1827,1650,8200,-358.0,104.4,109.1,-4.7,0.534,1.37,15.7,0.315,0.7,0.504,0.156,0.491,0.528,94.78,78.98,7855,0.467
2009-10,1610612759,San Antonio Spurs,82,50,32,0.61,3956.0,3150,6659,0.473,554,1547,0.358,1458,1969,0.74,887,2621,3508,1829,1116.0,516,381,417,1669,1672,8312,417.0,109.3,103.9,5.4,0.581,1.64,17.4,0.303,0.72,0.515,0.147,0.515,0.552,92.26,76.88,7605,0.532
2009-10,1610612761,Toronto Raptors,82,40,42,0.488,3956.0,3199,6631,0.482,518,1397,0.371,1618,2118,0.764,806,2507,3313,1804,1100.0,469,384,360,1819,1730,8534,-146.0,110.2,112.2,-2.0,0.564,1.64,17.1,0.288,0.692,0.495,0.142,0.521,0.564,93.94,78.29,7746,0.489
2009-10,1610612762,Utah Jazz,82,53,29,0.646,3951.0,3227,6575,0.491,439,1207,0.364,1654,2233,0.741,872,2588,3460,2187,1246.0,675,400,445,1859,1818,8547,438.0,109.7,104.0,5.7,0.678,1.76,19.8,0.313,0.718,0.52,0.16,0.524,0.565,94.68,78.9,7791,0.55
2009-10,1610612764,Washington Wizards,82,26,56,0.317,3966.0,3008,6700,0.449,432,1225,0.353,1444,1895,0.762,966,2458,3424,1557,1219.0,493,421,415,1752,1684,7892,-392.0,103.1,108.3,-5.3,0.518,1.28,15.0,0.317,0.691,0.501,0.159,0.481,0.524,92.6,77.17,7656,0.462
2010-11,1610612737,Atlanta Hawks,82,44,38,0.537,3946.0,2971,6429,0.462,502,1427,0.352,1346,1728,0.779,762,2460,3222,1802,1118.0,497,341,348,1554,1517,7790,-67.0,105.1,105.8,-0.7,0.607,1.61,17.7,0.274,0.71,0.494,0.151,0.501,0.542,90.22,75.18,7410,0.493
2010-11,1610612738,Boston Celtics,82,56,26,0.683,3956.0,3023,6219,0.486,408,1119,0.365,1459,1895,0.77,639,2542,3181,1921,1195.0,676,344,364,1678,1659,7913,440.0,105.5,99.8,5.7,0.635,1.61,18.8,0.257,0.709,0.497,0.159,0.519,0.561,90.92,75.77,7500,0.558
2010-11,1610612766,Charlotte Bobcats,82,34,48,0.415,3961.0,2873,6365,0.451,393,1203,0.327,1511,1999,0.756,848,2444,3292,1728,1192.0,524,433,496,1637,1730,7650,-328.0,102.8,107.0,-4.2,0.601,1.45,16.9,0.298,0.705,0.502,0.16,0.482,0.528,90.3,75.25,7444,0.48
2010-11,1610612741,Chicago Bulls,82,62,20,0.756,3966.0,3042,6587,0.462,511,1415,0.361,1492,2008,0.743,967,2654,3621,1827,1161.0,592,468,477,1639,1645,8087,600.0,107.2,99.5,7.8,0.601,1.57,17.3,0.332,0.717,0.528,0.154,0.501,0.541,91.2,76.0,7542,0.555
2010-11,1610612739,Cleveland Cavaliers,82,19,63,0.232,3951.0,2886,6647,0.434,509,1489,0.342,1546,2075,0.745,856,2449,3305,1720,1166.0,544,341,489,1648,1747,7827,-739.0,101.5,110.9,-9.5,0.596,1.48,16.4,0.283,0.699,0.485,0.151,0.472,0.518,93.76,78.14,7715,0.441
2010-11,1610612742,Dallas Mavericks,82,57,25,0.695,3941.0,3069,6463,0.475,645,1768,0.365,1437,1850,0.777,780,2618,3398,1954,1145.0,557,352,303,1575,1650,8220,347.0,108.4,104.1,4.4,0.637,1.71,18.7,0.278,0.713,0.504,0.151,0.525,0.565,92.24,76.86,7581,0.538
2010-11,1610612743,Denver Nuggets,82,50,32,0.61,3941.0,3145,6613,0.476,662,1704,0.388,1859,2429,0.765,791,2652,3443,1813,1157.0,605,352,488,1719,1864,8811,390.0,111.7,106.8,4.9,0.576,1.57,17.0,0.283,0.716,0.506,0.147,0.526,0.574,96.06,80.05,7888,0.524
2010-11,1610612765,Detroit Pistons,82,30,52,0.366,3976.0,3056,6647,0.46,472,1256,0.376,1367,1854,0.737,931,2236,3167,1730,1067.0,595,328,381,1629,1545,7951,-295.0,107.0,110.7,-3.7,0.566,1.62,16.8,0.317,0.681,0.491,0.144,0.495,0.533,89.79,74.83,7428,0.464
2010-11,1610612744,Golden State Warriors,82,36,46,0.439,3966.0,3251,7047,0.461,685,1749,0.392,1290,1695,0.761,955,2370,3325,1847,1198.0,737,406,352,1806,1512,8477,-191.0,107.1,109.4,-2.3,0.568,1.54,17.0,0.3,0.659,0.476,0.151,0.51,0.544,95.85,79.88,7916,0.472
2010-11,1610612745,Houston Rockets,82,43,39,0.524,3976.0,3170,6975,0.454,677,1843,0.367,1668,2083,0.801,962,2549,3511,1955,1110.0,581,371,449,1641,1754,8685,179.0,110.2,107.9,2.3,0.617,1.76,17.8,0.315,0.69,0.501,0.141,0.503,0.55,95.14,79.28,7880,0.515
2010-11,1610612754,Indiana Pacers,82,37,45,0.451,3956.0,3003,6787,0.442,585,1653,0.354,1592,2035,0.782,914,2657,3571,1611,1262.0,584,456,467,1782,1758,8183,-88.0,104.1,105.0,-0.9,0.536,1.28,15.2,0.297,0.703,0.501,0.16,0.486,0.533,95.5,79.59,7864,0.492
2010-11,1610612746,Los Angeles Clippers,82,32,50,0.39,3971.0,3015,6594,0.457,513,1519,0.338,1546,2187,0.707,955,2501,3456,1813,1343.0,585,402,404,1733,1811,8089,-257.0,104.8,108.0,-3.2,0.601,1.35,16.9,0.33,0.692,0.511,0.174,0.496,0.535,93.35,77.79,7718,0.483
2010-11,1610612747,Los Angeles Lakers,82,57,25,0.695,3966.0,3128,6757,0.463,524,1487,0.352,1541,1979,0.779,989,2616,3605,1801,1073.0,602,422,372,1555,1700,8321,501.0,109.6,103.3,6.3,0.576,1.68,17.0,0.325,0.692,0.513,0.141,0.502,0.545,91.78,76.48,7594,0.541
2010-11,1610612763,Memphis Grizzlies,82,46,36,0.561,3976.0,3200,6801,0.471,309,926,0.334,1486,1981,0.75,970,2391,3361,1691,1145.0,771,441,505,1705,1754,8195,192.0,107.0,104.5,2.5,0.528,1.48,16.0,0.333,0.682,0.505,0.15,0.493,0.534,92.42,77.02,7656,0.518
2010-11,1610612748,Miami Heat,82,58,24,0.707,3956.0,3031,6301,0.481,547,1479,0.37,1760,2288,0.769,790,2666,3456,1639,1142.0,544,430,246,1674,1788,8369,612.0,110.6,102.9,7.8,0.541,1.44,16.1,0.287,0.715,0.514,0.151,0.524,0.573,91.63,76.36,7564,0.556
2010-11,1610612749,Milwaukee Bucks,82,35,47,0.427,3966.0,2814,6544,0.43,483,1414,0.342,1423,1881,0.757,862,2480,3342,1545,1103.0,617,399,392,1682,1694,7534,-69.0,100.8,101.5,-0.8,0.549,1.4,15.3,0.287,0.71,0.492,0.148,0.467,0.511,90.57,75.47,7477,0.488
2010-11,1610612750,Minnesota Timberwolves,82,17,65,0.207,3956.0,3090,7014,0.441,589,1565,0.376,1519,1977,0.768,1085,2556,3641,1650,1398.0,592,422,447,1825,1717,8288,-544.0,103.2,109.9,-6.7,0.534,1.18,15.0,0.336,0.698,0.512,0.174,0.483,0.526,97.49,81.24,8034,0.443
2010-11,1610612751,New Jersey Nets,82,24,58,0.293,4001.0,2918,6638,0.44,459,1337,0.343,1427,1881,0.759,909,2440,3349,1723,1152.0,458,384,375,1807,1638,7722,-512.0,102.1,108.9,-6.8,0.59,1.5,16.6,0.304,0.7,0.497,0.152,0.474,0.517,90.7,75.59,7563,0.452
2010-11,1610612740,New Orleans Hornets,82,46,36,0.561,3966.0,2944,6416,0.459,444,1232,0.36,1452,1897,0.765,824,2468,3292,1691,1069.0,624,359,396,1719,1674,7784,73.0,105.4,104.4,1.0,0.574,1.58,16.8,0.289,0.721,0.503,0.145,0.493,0.537,89.4,74.5,7387,0.507
2010-11,1610612752,New York Knicks,82,42,40,0.512,3956.0,3140,6867,0.457,765,2081,0.368,1689,2087,0.809,847,2470,3317,1757,1123.0,625,475,360,1743,1703,8734,64.0,109.9,109.0,1.0,0.56,1.56,16.4,0.273,0.676,0.473,0.141,0.513,0.561,96.47,80.39,7945,0.504
2010-11,1610612760,Oklahoma City Thunder,82,55,27,0.671,4001.0,3066,6609,0.464,487,1403,0.347,1977,2401,0.823,903,2604,3507,1672,1156.0,654,487,356,1836,1767,8596,311.0,109.9,105.9,3.9,0.545,1.45,15.8,0.306,0.697,0.507,0.148,0.501,0.561,93.84,78.2,7824,0.529
2010-11,1610612753,Orlando Magic,82,52,30,0.634,3966.0,2956,6411,0.461,770,2103,0.366,1453,2101,0.692,864,2679,3543,1636,1224.0,548,384,310,1640,1791,8135,448.0,107.4,101.8,5.6,0.553,1.34,15.9,0.304,0.723,0.518,0.162,0.521,0.554,91.55,76.29,7575,0.534
2010-11,1610612755,Philadelphia 76ers,82,41,41,0.5,3986.0,3125,6776,0.461,443,1248,0.355,1426,1851,0.77,850,2578,3428,1861,1063.0,621,355,376,1592,1544,8119,123.0,105.3,103.8,1.5,0.596,1.75,17.6,0.278,0.714,0.497,0.138,0.494,0.535,92.78,77.32,7709,0.51
2010-11,1610612756,Phoenix Suns,82,40,42,0.488,4001.0,3219,6844,0.47,701,1857,0.377,1472,1939,0.759,821,2478,3299,1945,1169.0,545,357,356,1666,1740,8611,-73.0,108.6,109.4,-0.8,0.604,1.66,17.9,0.275,0.681,0.48,0.147,0.522,0.559,95.18,79.32,7930,0.494
2010-11,1610612757,Portland Trail Blazers,82,48,34,0.585,3961.0,2951,6599,0.447,518,1503,0.345,1476,1835,0.804,996,2230,3226,1736,1070.0,660,358,339,1585,1743,7896,125.0,107.3,105.7,1.6,0.588,1.62,16.9,0.331,0.682,0.499,0.145,0.486,0.533,89.13,74.27,7359,0.516
2010-11,1610612758,Sacramento Kings,82,24,58,0.293,3971.0,3134,6979,0.449,428,1277,0.335,1455,1981,0.734,1071,2526,3597,1675,1324.0,608,391,464,1805,1723,8151,-438.0,102.9,108.4,-5.5,0.534,1.27,15.4,0.334,0.702,0.512,0.167,0.48,0.519,95.76,79.8,7923,0.462
2010-11,1610612759,San Antonio Spurs,82,61,21,0.744,3956.0,3148,6628,0.475,685,1727,0.397,1521,1984,0.767,829,2603,3432,1836,1101.0,602,372,374,1556,1701,8502,468.0,110.5,104.4,6.1,0.583,1.67,17.5,0.276,0.711,0.5,0.143,0.527,0.567,93.34,77.78,7691,0.538
2010-11,1610612761,Toronto Raptors,82,22,60,0.268,3956.0,3144,6755,0.465,345,1091,0.316,1491,1976,0.755,963,2343,3306,1795,1206.0,581,350,456,1807,1620,8124,-515.0,105.2,111.7,-6.5,0.571,1.49,16.8,0.314,0.685,0.495,0.156,0.491,0.533,93.78,78.15,7723,0.459
2010-11,1610612762,Utah Jazz,82,39,43,0.476,3976.0,3064,6590,0.465,435,1256,0.346,1590,2061,0.771,898,2338,3236,1921,1175.0,629,484,411,1865,1802,8153,-150.0,107.0,108.8,-1.8,0.627,1.63,18.0,0.314,0.679,0.496,0.154,0.498,0.544,92.03,76.7,7619,0.5
2010-11,1610612764,Washington Wizards,82,23,59,0.28,3986.0,3048,6888,0.443,392,1182,0.332,1489,1999,0.745,1013,2374,3387,1592,1258.0,665,502,413,1850,1662,7977,-607.0,101.3,109.1,-7.8,0.522,1.27,14.9,0.317,0.671,0.488,0.16,0.471,0.513,94.76,78.97,7871,0.445
2011-12,1610612737,Atlanta Hawks,66,40,26,0.606,3233.0,2429,5348,0.454,492,1330,0.37,1025,1385,0.74,652,2066,2718,1481,921.0,536,303,313,1178,1263,6375,227.0,104.2,100.4,3.8,0.61,1.61,17.6,0.279,0.703,0.493,0.151,0.5,0.535,90.88,75.73,6117,0.526
2011-12,1610612738,Boston Celtics,66,39,27,0.591,3188.0,2341,5086,0.46,363,988,0.367,1017,1308,0.778,509,2051,2560,1557,979.0,498,362,304,1315,1217,6062,166.0,100.1,97.5,2.6,0.665,1.59,18.8,0.245,0.686,0.478,0.162,0.496,0.535,91.11,75.92,6055,0.535
2011-12,1610612766,Charlotte Bobcats,66,7,59,0.106,3178.0,2193,5293,0.414,263,892,0.295,1090,1462,0.746,677,1894,2571,1326,957.0,397,361,378,1249,1341,5739,-918.0,94.4,109.4,-15.0,0.605,1.39,16.0,0.285,0.678,0.474,0.157,0.439,0.483,91.86,76.55,6080,0.411
2011-12,1610612741,Chicago Bulls,66,50,16,0.758,3188.0,2467,5462,0.452,419,1117,0.375,1006,1394,0.722,915,2165,3080,1527,923.0,456,388,343,1139,1166,6359,540.0,106.3,97.5,8.8,0.619,1.65,17.7,0.361,0.703,0.536,0.154,0.49,0.523,89.98,74.98,5982,0.561
2011-12,1610612739,Cleveland Cavaliers,66,21,45,0.318,3193.0,2261,5360,0.422,440,1273,0.346,1178,1645,0.716,841,1949,2790,1308,1017.0,466,262,409,1317,1381,6140,-475.0,100.0,107.6,-7.6,0.579,1.29,15.4,0.323,0.683,0.496,0.166,0.463,0.505,92.34,76.95,6140,0.439
2011-12,1610612742,Dallas Mavericks,66,36,30,0.545,3213.0,2398,5412,0.443,497,1464,0.339,1029,1334,0.771,665,2157,2822,1380,926.0,565,337,265,1226,1213,6322,63.0,102.1,100.9,1.1,0.575,1.49,16.5,0.268,0.714,0.493,0.149,0.489,0.527,92.61,77.17,6195,0.51
2011-12,1610612743,Denver Nuggets,66,38,28,0.576,3208.0,2572,5404,0.476,435,1311,0.332,1293,1760,0.735,738,2105,2843,1581,1015.0,540,330,439,1297,1452,6872,190.0,108.3,105.1,3.2,0.615,1.56,17.9,0.316,0.705,0.515,0.16,0.516,0.556,95.03,79.19,6346,0.527
2011-12,1610612765,Detroit Pistons,66,25,41,0.379,3193.0,2291,5232,0.438,317,916,0.346,1098,1461,0.752,775,1882,2657,1232,1033.0,460,278,348,1293,1283,5997,-316.0,100.0,105.0,-5.0,0.538,1.19,15.1,0.322,0.689,0.5,0.172,0.468,0.51,90.31,75.26,6000,0.448
2011-12,1610612744,Golden State Warriors,66,23,43,0.348,3183.0,2489,5443,0.457,524,1351,0.388,951,1235,0.77,640,1947,2587,1470,915.0,528,362,328,1410,1095,6453,-225.0,103.9,107.3,-3.4,0.591,1.61,17.4,0.256,0.658,0.46,0.147,0.505,0.539,93.78,78.15,6212,0.472
2011-12,1610612745,Houston Rockets,66,34,32,0.515,3213.0,2489,5543,0.449,478,1330,0.359,1018,1301,0.782,769,2014,2783,1404,955.0,496,319,340,1347,1215,6474,15.0,104.2,104.0,0.2,0.564,1.47,16.4,0.309,0.692,0.499,0.154,0.492,0.529,92.82,77.35,6215,0.497
2011-12,1610612754,Indiana Pacers,66,42,24,0.636,3198.0,2354,5375,0.438,392,1064,0.368,1349,1724,0.782,826,2070,2896,1228,925.0,523,357,398,1430,1428,6449,218.0,105.5,102.1,3.3,0.522,1.33,14.7,0.333,0.689,0.511,0.151,0.474,0.526,91.68,76.4,6115,0.521
2011-12,1610612746,Los Angeles Clippers,66,40,26,0.606,3193.0,2439,5366,0.455,514,1441,0.357,1046,1538,0.68,800,1943,2743,1385,879.0,556,315,296,1399,1401,6438,169.0,107.5,104.8,2.7,0.568,1.58,16.6,0.331,0.692,0.507,0.147,0.502,0.533,89.98,74.98,5989,0.517
2011-12,1610612747,Los Angeles Lakers,66,41,25,0.621,3213.0,2429,5319,0.457,362,1112,0.326,1202,1589,0.756,799,2251,3050,1485,997.0,390,351,302,1109,1332,6422,94.0,104.5,103.2,1.3,0.611,1.49,17.3,0.327,0.719,0.532,0.162,0.491,0.534,91.72,76.43,6145,0.524
2011-12,1610612763,Memphis Grizzlies,66,41,25,0.621,3188.0,2425,5422,0.447,277,849,0.326,1142,1504,0.759,831,1944,2775,1290,955.0,631,345,363,1316,1275,6269,133.0,102.8,100.6,2.2,0.532,1.35,15.4,0.335,0.688,0.508,0.157,0.473,0.515,91.82,76.52,6099,0.514
2011-12,1610612748,Miami Heat,66,46,20,0.697,3208.0,2446,5212,0.469,370,1030,0.359,1238,1598,0.775,686,2060,2746,1317,1002.0,585,355,280,1282,1356,6500,395.0,105.6,99.2,6.4,0.538,1.31,15.9,0.299,0.693,0.504,0.163,0.505,0.549,92.07,76.73,6154,0.553
2011-12,1610612749,Milwaukee Bucks,66,31,35,0.47,3173.0,2502,5652,0.443,436,1265,0.345,1095,1415,0.774,820,1983,2803,1550,929.0,548,335,297,1273,1278,6535,18.0,104.5,104.1,0.4,0.62,1.67,17.6,0.314,0.675,0.49,0.148,0.481,0.521,94.68,78.9,6256,0.503
2011-12,1610612750,Minnesota Timberwolves,66,26,40,0.394,3188.0,2355,5434,0.433,473,1423,0.332,1281,1662,0.771,797,2089,2886,1290,1001.0,436,293,377,1212,1435,6464,-145.0,103.1,105.3,-2.2,0.548,1.29,15.1,0.311,0.693,0.502,0.16,0.477,0.524,94.44,78.7,6268,0.483
2011-12,1610612751,New Jersey Nets,66,22,44,0.333,3178.0,2262,5320,0.425,507,1481,0.342,1113,1433,0.777,783,1879,2662,1311,995.0,493,260,330,1268,1274,6144,-395.0,101.8,108.1,-6.3,0.58,1.32,15.8,0.314,0.677,0.489,0.165,0.473,0.516,91.26,76.05,6036,0.448
2011-12,1610612740,New Orleans Hornets,66,21,45,0.318,3188.0,2300,5103,0.451,259,777,0.333,1057,1397,0.757,724,1991,2715,1368,1024.0,488,316,380,1324,1235,5916,-248.0,99.9,103.9,-4.0,0.595,1.34,16.8,0.31,0.696,0.506,0.173,0.476,0.517,89.27,74.39,5924,0.482
2011-12,1610612752,New York Knicks,66,36,30,0.545,3188.0,2365,5335,0.443,517,1538,0.336,1211,1634,0.741,743,2012,2755,1328,1056.0,622,276,334,1391,1437,6458,211.0,103.5,100.2,3.2,0.562,1.26,15.6,0.309,0.702,0.503,0.169,0.492,0.533,93.91,78.26,6242,0.52
2011-12,1610612760,Oklahoma City Thunder,66,47,19,0.712,3198.0,2462,5229,0.471,472,1317,0.358,1406,1744,0.806,726,2157,2883,1224,1079.0,498,539,321,1352,1322,6802,404.0,108.4,102.1,6.3,0.497,1.13,14.6,0.304,0.687,0.509,0.172,0.516,0.567,94.11,78.42,6273,0.542
2011-12,1610612753,Orlando Magic,66,37,29,0.561,3193.0,2275,5162,0.441,670,1785,0.375,995,1508,0.66,742,2060,2802,1321,984.0,451,275,273,1168,1308,6215,52.0,104.0,103.4,0.6,0.581,1.34,16.1,0.306,0.72,0.51,0.165,0.506,0.533,89.75,74.79,5978,0.493
2011-12,1610612755,Philadelphia 76ers,66,35,31,0.53,3183.0,2471,5516,0.448,349,963,0.362,889,1198,0.742,704,2144,2848,1453,738.0,526,340,316,1157,1070,6180,280.0,102.7,98.2,4.6,0.588,1.97,17.5,0.277,0.712,0.495,0.123,0.48,0.511,90.68,75.56,6016,0.532
2011-12,1610612756,Phoenix Suns,66,33,33,0.5,3168.0,2495,5445,0.458,444,1295,0.343,1058,1397,0.757,717,2035,2752,1486,928.0,431,366,288,1233,1293,6492,-16.0,105.2,105.2,-0.1,0.596,1.6,17.4,0.294,0.687,0.493,0.15,0.499,0.536,93.61,78.01,6173,0.502
2011-12,1610612757,Portland Trail Blazers,66,28,38,0.424,3193.0,2402,5417,0.443,478,1382,0.346,1133,1423,0.796,735,1949,2684,1349,935.0,528,322,314,1251,1306,6415,-41.0,104.4,105.3,-0.9,0.562,1.44,16.1,0.303,0.691,0.493,0.152,0.488,0.531,92.24,76.87,6143,0.494
2011-12,1610612758,Sacramento Kings,66,22,44,0.333,3183.0,2490,5712,0.436,411,1301,0.316,1127,1532,0.736,882,1947,2829,1271,952.0,561,323,423,1287,1313,6518,-375.0,102.9,108.7,-5.8,0.51,1.34,14.7,0.321,0.67,0.487,0.15,0.472,0.51,95.56,79.64,6333,0.451
2011-12,1610612759,San Antonio Spurs,66,50,16,0.758,3188.0,2611,5463,0.478,552,1405,0.393,1067,1427,0.748,683,2153,2836,1528,895.0,490,293,330,1143,1244,6841,473.0,110.0,102.3,7.7,0.585,1.71,17.8,0.282,0.72,0.507,0.144,0.528,0.562,93.67,78.06,6220,0.546
2011-12,1610612761,Toronto Raptors,66,23,43,0.348,3193.0,2268,5154,0.44,365,1075,0.34,1085,1410,0.77,697,2074,2771,1382,1001.0,429,321,322,1532,1214,5986,-218.0,99.6,103.6,-3.9,0.609,1.38,16.8,0.294,0.708,0.503,0.167,0.475,0.518,90.19,75.16,6008,0.478
2011-12,1610612762,Utah Jazz,66,36,30,0.545,3233.0,2523,5531,0.456,273,845,0.323,1258,1668,0.754,861,2055,2916,1439,936.0,545,385,375,1441,1366,6577,41.0,105.5,104.9,0.5,0.57,1.54,16.6,0.34,0.703,0.519,0.15,0.481,0.525,92.53,77.1,6236,0.509
2011-12,1610612764,Washington Wizards,66,20,46,0.303,3173.0,2414,5475,0.441,344,1075,0.32,1008,1386,0.727,775,1975,2750,1262,1008.0,527,417,300,1405,1231,6180,-317.0,100.0,104.9,-5.0,0.523,1.25,15.1,0.308,0.678,0.489,0.163,0.472,0.508,93.59,77.99,6182,0.46
2012-13,1610612737,Atlanta Hawks,82,44,38,0.537,3971.0,3084,6644,0.464,706,1901,0.371,1158,1619,0.715,758,2593,3351,2007,1219.0,664,369,350,1473,1543,8032,33.0,103.7,103.4,0.3,0.651,1.65,18.8,0.254,0.701,0.482,0.157,0.517,0.546,93.56,77.97,7744,0.509
2012-13,1610612738,Boston Celtics,81,41,40,0.506,3968.0,3001,6459,0.465,498,1390,0.358,1318,1698,0.776,654,2533,3187,1843,1181.0,667,365,378,1717,1574,7818,-18.0,102.2,102.6,-0.5,0.614,1.56,17.9,0.246,0.69,0.477,0.154,0.503,0.542,92.46,77.05,7652,0.507
2012-13,1610612751,Brooklyn Nets,82,49,33,0.598,3971.0,2942,6544,0.45,628,1760,0.357,1432,1958,0.731,1047,2460,3507,1668,1206.0,599,391,390,1500,1751,7944,146.0,106.9,104.8,2.0,0.567,1.38,16.1,0.343,0.701,0.52,0.162,0.498,0.536,89.88,74.9,7433,0.509
2012-13,1610612766,Charlotte Bobcats,82,21,61,0.256,3961.0,2823,6649,0.425,469,1399,0.335,1546,2060,0.75,917,2389,3306,1587,1153.0,591,479,565,1561,1746,7661,-757.0,100.4,110.3,-9.9,0.562,1.38,15.3,0.305,0.679,0.486,0.151,0.46,0.507,92.49,77.07,7632,0.438
2012-13,1610612741,Chicago Bulls,82,45,37,0.549,3966.0,2926,6698,0.437,446,1265,0.353,1343,1738,0.773,1026,2514,3540,1886,1171.0,588,417,477,1617,1609,7641,26.0,102.4,101.9,0.5,0.645,1.61,17.8,0.332,0.699,0.514,0.157,0.47,0.512,90.35,75.29,7460,0.514
2012-13,1610612739,Cleveland Cavaliers,82,24,58,0.293,3946.0,2993,6901,0.434,547,1581,0.346,1380,1826,0.756,1004,2359,3363,1694,1149.0,647,334,560,1737,1615,7913,-384.0,103.2,108.2,-5.0,0.566,1.47,15.9,0.326,0.695,0.5,0.15,0.473,0.514,93.25,77.71,7666,0.45
2012-13,1610612742,Dallas Mavericks,82,41,41,0.5,3996.0,3182,6892,0.462,606,1628,0.372,1323,1669,0.793,767,2670,3437,1906,1144.0,648,454,340,1698,1547,8293,-49.0,104.7,105.4,-0.6,0.599,1.67,17.7,0.259,0.698,0.484,0.144,0.506,0.544,95.09,79.24,7917,0.502
2012-13,1610612743,Denver Nuggets,82,57,25,0.695,3981.0,3339,6983,0.478,521,1518,0.343,1505,2148,0.701,1092,2601,3693,2002,1253.0,762,533,554,1682,1775,8704,417.0,109.3,104.2,5.1,0.6,1.6,17.8,0.345,0.675,0.513,0.157,0.515,0.549,95.92,79.93,7960,0.538
2012-13,1610612765,Detroit Pistons,82,29,53,0.354,3961.0,2979,6638,0.449,513,1440,0.356,1307,1870,0.699,991,2463,3454,1742,1241.0,574,400,472,1623,1630,7778,-327.0,102.7,107.2,-4.5,0.585,1.4,16.6,0.324,0.695,0.506,0.164,0.487,0.521,91.68,76.4,7571,0.467
2012-13,1610612744,Golden State Warriors,82,47,35,0.573,3961.0,3130,6840,0.458,658,1632,0.403,1378,1744,0.79,885,2801,3686,1845,1236.0,567,346,399,1753,1571,8296,73.0,105.1,104.2,0.9,0.589,1.49,17.1,0.285,0.712,0.506,0.157,0.506,0.545,95.64,79.7,7893,0.502
2012-13,1610612745,Houston Rockets,82,45,37,0.549,3956.0,3124,6782,0.461,867,2369,0.366,1573,2087,0.754,909,2652,3561,1902,1348.0,679,359,498,1662,1674,8688,285.0,108.8,105.3,3.5,0.609,1.41,17.3,0.305,0.71,0.509,0.169,0.525,0.564,96.89,80.74,7988,0.51
2012-13,1610612754,Indiana Pacers,81,49,32,0.605,3918.0,2845,6525,0.436,555,1599,0.347,1429,1915,0.746,1043,2671,3714,1645,1227.0,580,513,459,1623,1777,7674,326.0,103.4,99.0,4.4,0.578,1.34,16.0,0.336,0.701,0.522,0.165,0.479,0.521,90.9,75.75,7420,0.537
2012-13,1610612746,Los Angeles Clippers,82,56,26,0.683,3946.0,3160,6608,0.478,627,1752,0.358,1342,1888,0.711,938,2475,3413,1958,1197.0,784,461,335,1716,1712,8289,529.0,109.8,102.8,6.9,0.62,1.64,18.4,0.323,0.697,0.512,0.159,0.526,0.557,91.83,76.53,7552,0.548
